name,year,country,scoring,drive_distance,gir_pct,sg_p,sg_ttg,sg_t,top_10,win
Greg Chalmers,2009,AUS,70.507,284.2,65.51,0.698,-0.289,0.409,2,0
Greg Chalmers,2010,AUS,70.732,275.5,66.01,0.772,-0.424,0.354,2,0
Greg Chalmers,2011,AUS,70.596,279.6,61.24,0.635,-0.215,0.42,2,0
Greg Chalmers,2012,AUS,70.417,282.0,59.83,0.506,0.136,0.642,1,0
Greg Chalmers,2013,AUS,71.228,276.8,61.64,0.857,-0.89,-0.033,2,0
Greg Chalmers,2014,AUS,71.251,280.7,59.88,0.856,-0.989,-0.133,1,0
Greg Chalmers,2015,AUS,71.363,281.5,63.79,0.529,-1.133,-0.605,0,0
Greg Chalmers,2017,AUS,71.758,278.0,59.86,0.316,-0.85,-0.533,0,0
Greg Kraft,2008,USA,71.265,273.6,59.49,0.501,-0.815,-0.314,3,1
Greg Kraft,2009,USA,72.654,273.1,62.65,-0.471,-1.038,-1.509,0,0
Greg Kraft,2010,USA,73.07,273.2,60.63,-0.182,-1.856,-2.041,0,0
Greg Owen,2007,ENG,72.086,296.5,68.14,-0.848,-0.066,-0.915,1,0
Greg Owen,2009,ENG,70.711,292.1,70.41,-0.439,0.676,0.237,1,0
Greg Owen,2010,ENG,71.77,291.4,69.0,-0.641,-0.108,-0.745,0,0
Greg Owen,2012,ENG,70.444,295.9,68.58,-0.416,0.714,0.298,3,0
Greg Owen,2013,ENG,71.554,292.8,65.73,-0.669,0.054,-0.615,0,0
Greg Owen,2015,ENG,71.512,293.8,69.25,-0.798,0.572,-0.226,2,0
Greg Owen,2016,ENG,71.677,297.7,69.75,-0.947,0.532,-0.415,1,0
Greyson Sigg,2022,USA,70.994,294.9,68.09,-0.051,0.002,-0.049,1,0
Hank Lebioda,2019,USA,71.002,294.0,69.21,-0.28,0.447,0.167,1,0
Hank Lebioda,2020,USA,71.578,294.7,67.68,-0.615,-0.006,-0.621,1,0
Hank Lebioda,2021,USA,70.642,295.0,69.14,0.431,0.263,0.693,3,0
Harold Varner III,2016,USA,71.045,302.0,66.24,-0.377,0.478,0.101,4,0
Harold Varner III,2017,USA,70.966,302.4,67.68,-0.402,0.511,0.109,1,0
Harold Varner III,2018,USA,70.971,308.2,67.79,-0.024,0.149,0.125,3,0
Harold Varner III,2019,USA,70.716,302.0,67.21,-0.202,0.429,0.227,3,0
Harold Varner III,2020,USA,70.297,301.9,70.57,-0.215,1.145,0.93,1,0
Harold Varner III,2021,USA,70.592,300.7,67.78,0.069,0.792,0.862,1,0
Harold Varner III,2022,USA,70.422,305.8,66.51,-0.194,0.748,0.554,3,0
Harris English,2012,USA,70.688,300.3,67.74,0.175,0.123,0.299,3,0
Harris English,2013,USA,70.438,295.2,66.02,0.477,0.136,0.613,4,1
Harris English,2014,USA,70.094,299.2,68.36,-0.028,0.706,0.677,7,1
Harris English,2015,USA,70.235,298.4,67.05,0.56,0.217,0.777,3,0
Harris English,2016,USA,70.463,299.2,64.83,0.592,-0.017,0.574,3,0
Harris English,2017,USA,70.848,301.9,63.96,0.374,-0.336,0.038,2,0
Harris English,2018,USA,71.162,302.4,63.32,0.222,-0.406,-0.184,2,0
Harris English,2020,USA,69.496,300.9,70.91,0.518,0.948,1.467,6,0
Harris English,2021,USA,70.115,299.4,65.76,0.544,0.441,0.984,8,0
Harrison Frazar,2007,USA,71.569,302.8,63.63,-0.439,0.011,-0.429,2,0
Harrison Frazar,2008,USA,71.606,299.9,70.34,-0.912,0.368,-0.545,1,0
Harrison Frazar,2009,USA,70.538,301.0,65.67,0.322,-0.012,0.311,1,0
Harrison Frazar,2011,USA,70.891,301.8,62.45,-0.386,0.121,-0.266,1,1
Harrison Frazar,2012,USA,71.739,297.7,61.21,0.023,-0.575,-0.551,2,0
Harry Higgs,2020,USA,70.852,301.0,66.06,0.08,-0.202,-0.122,2,0
Harry Higgs,2021,USA,71.212,298.9,63.68,0.243,-0.075,0.169,2,0
Harry Higgs,2022,USA,71.606,301.8,61.39,0.215,-1.039,-0.824,1,0
Hayden Buckley,2022,USA,71.041,300.1,69.54,-0.308,0.447,0.139,2,0
Heath Slocum,2007,USA,69.948,279.6,66.45,0.22,0.659,0.879,6,0
Heath Slocum,2008,USA,70.638,279.9,66.77,-0.442,0.719,0.277,5,0
Heath Slocum,2009,USA,70.612,287.0,67.58,-0.426,0.523,0.097,4,1
Heath Slocum,2010,USA,70.673,278.9,69.59,-0.259,0.837,0.58,5,1
Heath Slocum,2011,USA,70.988,281.9,71.4,-0.493,0.457,-0.036,0,0
Heath Slocum,2012,USA,70.911,278.9,67.84,-0.554,0.518,-0.035,0,0
Heath Slocum,2014,USA,70.737,277.8,67.31,-0.078,0.327,0.249,1,0
Heath Slocum,2015,USA,72.362,275.8,62.79,-0.594,-0.97,-1.564,0,0
Henrik Bjornstad,2010,NOR,71.722,288.1,69.11,-0.211,-0.416,-0.626,0,0
Henrik Norlander,2013,SWE,71.36,295.0,67.4,-0.16,-0.094,-0.254,0,0
Henrik Norlander,2016,SWE,71.157,288.1,68.24,0.018,0.049,0.066,0,0
Henrik Norlander,2020,SWE,70.798,292.1,70.65,-0.004,0.285,0.281,3,0
Henrik Norlander,2021,SWE,71.264,294.1,69.18,-0.442,0.455,0.013,3,0
Henrik Stenson,2007,SWE,70.935,296.3,61.23,0.3,-0.012,0.288,2,1
Henrik Stenson,2012,SWE,70.239,289.5,65.37,0.105,0.809,0.915,1,0
Henrik Stenson,2013,SWE,69.248,290.9,71.96,0.004,1.614,1.618,8,2
Henrik Stenson,2014,SWE,70.166,293.2,69.03,-0.17,1.162,0.992,3,0
Henrik Stenson,2015,SWE,69.354,296.4,73.52,0.436,1.774,2.21,8,0
Henrik Stenson,2018,SWE,69.617,291.5,73.51,-0.207,1.36,1.153,5,0
Henrik Stenson,2019,SWE,70.089,282.7,66.11,0.106,0.866,0.971,3,0
Hideki Matsuyama,2014,JPN,70.083,294.8,64.03,-0.393,1.545,1.152,4,1
Hideki Matsuyama,2015,JPN,69.94,294.5,69.2,0.076,1.388,1.464,9,0
Hideki Matsuyama,2016,JPN,70.034,294.5,68.11,-0.025,1.315,1.29,8,1
Hideki Matsuyama,2017,JPN,69.624,303.3,69.01,-0.345,1.613,1.267,7,0
Hideki Matsuyama,2018,JPN,70.022,302.0,69.29,0.132,1.064,1.196,4,0
Hideki Matsuyama,2019,JPN,69.841,303.0,69.38,0.011,1.487,1.498,7,0
Hideki Matsuyama,2020,JPN,69.766,304.4,68.54,-0.469,1.433,0.964,5,0
Hideki Matsuyama,2021,JPN,70.563,299.9,67.03,-0.433,1.074,0.641,3,0
Hideki Matsuyama,2022,JPN,70.116,304.7,68.29,-0.028,1.044,1.015,6,0
Hiroshi Iwata,2016,JPN,71.693,288.8,59.5,0.154,-0.775,-0.621,1,0
Hudson Swafford,2014,USA,71.167,297.5,68.78,-0.2,-0.116,-0.316,1,0
Hudson Swafford,2015,USA,70.732,298.9,68.54,0.36,-0.022,0.338,1,0
Hudson Swafford,2016,USA,70.875,306.9,68.8,0.203,0.1,0.302,1,0
Hudson Swafford,2017,USA,70.618,305.1,68.21,-0.005,0.319,0.314,4,0
Hudson Swafford,2021,USA,71.738,303.1,67.89,0.001,-0.685,-0.684,3,0
Hudson Swafford,2022,USA,71.49,307.4,66.75,0.002,-0.316,-0.314,1,0
Hunter Haas,2011,USA,70.826,288.5,66.24,0.364,-0.082,0.282,4,0
Hunter Haas,2012,USA,71.205,287.6,63.14,0.011,-0.12,-0.109,1,0
Hunter Mahan,2007,USA,69.99,296.7,66.91,0.213,0.419,0.632,6,1
Hunter Mahan,2008,USA,70.171,289.9,69.61,0.341,0.665,1.006,5,0
Hunter Mahan,2009,USA,69.691,297.0,68.36,0.41,0.845,1.255,6,0
Hunter Mahan,2010,USA,70.476,291.8,68.65,0.068,0.596,0.665,3,2
Hunter Mahan,2011,USA,69.905,291.6,68.79,0.527,0.691,1.218,9,0
Hunter Mahan,2012,USA,70.346,293.1,68.97,-0.109,0.65,0.541,5,2
Hunter Mahan,2013,USA,70.106,290.0,67.58,0.382,0.752,1.134,5,0
Hunter Mahan,2014,USA,70.574,295.8,66.67,0.207,0.314,0.52,6,1
Hunter Mahan,2015,USA,71.124,295.1,65.79,0.39,-0.27,0.12,4,0
Hunter Mahan,2016,USA,72.105,294.8,62.75,0.291,-1.063,-0.773,0,0
Hunter Mahan,2017,USA,71.811,294.5,64.55,0.268,-0.837,-0.568,0,0
Ian Poulter,2007,ENG,70.073,282.5,61.67,-0.038,0.958,0.92,5,0
Ian Poulter,2008,ENG,70.269,283.6,59.75,0.518,-0.138,0.38,1,0
Ian Poulter,2009,ENG,70.101,282.8,61.01,0.094,1.112,1.206,5,0
Ian Poulter,2010,ENG,71.211,286.8,62.47,0.213,-0.542,-0.335,2,1
Ian Poulter,2011,ENG,70.824,282.8,65.58,0.27,-0.032,0.238,1,0
Ian Poulter,2012,ENG,70.176,285.0,61.61,0.103,0.461,0.564,4,1
Ian Poulter,2013,ENG,70.382,281.7,63.52,0.177,0.337,0.514,4,0
Ian Poulter,2014,ENG,70.722,288.1,62.4,0.067,-0.106,-0.038,2,0
Ian Poulter,2015,ENG,70.421,286.7,65.71,0.225,0.329,0.554,4,0
Ian Poulter,2017,ENG,70.045,283.5,64.46,0.025,0.911,0.936,2,0
Ian Poulter,2018,ENG,70.593,293.6,67.01,0.223,0.627,0.85,4,0
Ian Poulter,2019,ENG,70.502,291.5,66.86,0.425,0.339,0.764,6,0
Ian Poulter,2020,ENG,70.14,286.8,62.62,0.687,0.002,0.689,1,0
Ian Poulter,2021,ENG,70.221,285.2,60.88,0.695,0.123,0.819,3,0
J.B. Holmes,2007,USA,71.377,312.6,64.57,-0.559,0.223,-0.336,3,0
J.B. Holmes,2008,USA,70.596,310.3,62.94,-0.05,0.574,0.524,3,1
J.B. Holmes,2009,USA,71.523,304.6,61.19,-0.73,0.276,-0.453,2,0
J.B. Holmes,2010,USA,70.089,307.2,65.5,0.064,0.868,0.936,3,0
J.B. Holmes,2011,USA,70.523,318.4,66.46,-0.064,0.912,0.847,4,0
J.B. Holmes,2012,USA,70.924,309.7,64.5,-0.057,0.553,0.496,2,0
J.B. Holmes,2014,USA,70.721,308.0,60.92,-0.075,0.476,0.401,2,1
J.B. Holmes,2015,USA,70.581,309.9,63.66,-0.004,0.949,0.944,7,1
J.B. Holmes,2016,USA,70.523,314.5,65.17,-0.153,0.634,0.481,6,0
J.B. Holmes,2017,USA,70.66,307.5,62.57,-0.032,0.708,0.676,2,0
J.B. Holmes,2018,USA,70.789,306.1,65.26,-0.207,0.756,0.549,3,0
J.B. Holmes,2019,USA,71.735,306.7,65.57,-0.752,0.302,-0.45,2,0
J.J. Henry,2007,USA,70.506,294.4,66.67,0.024,0.45,0.473,2,0
J.J. Henry,2008,USA,70.978,291.7,69.19,0.089,0.009,0.098,2,0
J.J. Henry,2009,USA,70.362,293.7,68.1,0.114,0.238,0.352,3,0
J.J. Henry,2010,USA,70.772,292.8,68.72,0.217,0.141,0.36,2,0
J.J. Henry,2011,USA,70.671,291.1,68.96,0.139,0.233,0.372,1,0
J.J. Henry,2012,USA,70.939,288.1,68.24,-0.054,0.309,0.255,3,1
J.J. Henry,2013,USA,70.992,284.7,67.97,0.146,-0.074,0.072,2,0
J.J. Henry,2014,USA,71.064,290.7,69.6,-0.187,-0.032,-0.219,0,0
J.J. Henry,2015,USA,71.334,292.3,69.88,-0.414,0.105,-0.308,1,1
J.J. Henry,2016,USA,72.019,287.3,67.51,-0.237,-0.475,-0.711,0,0
J.J. Henry,2017,USA,71.164,294.1,69.44,-0.43,0.258,-0.172,2,0
J.J. Killeen,2012,USA,71.502,289.9,60.27,-0.107,-0.342,-0.449,1,0
J.J. Spaun,2017,USA,70.999,291.5,67.12,-0.027,-0.045,-0.072,3,0
J.J. Spaun,2018,USA,70.525,298.2,69.48,-0.149,0.441,0.292,4,0
J.J. Spaun,2019,USA,71.034,290.4,68.36,-0.021,0.051,0.03,2,0
J.J. Spaun,2022,USA,70.669,294.7,67.02,0.1,0.208,0.308,3,0
J.P. Hayes,2007,USA,71.065,291.9,62.92,-0.002,0.297,0.295,3,0
J.P. Hayes,2008,USA,71.875,284.2,61.03,-0.062,-0.826,-0.889,1,0
J.P. Hayes,2010,USA,70.981,281.0,66.0,0.027,-0.057,-0.035,3,0
J.P. Hayes,2011,USA,72.048,282.7,61.52,0.024,-0.552,-0.528,0,0
J.T. Poston,2017,USA,70.982,295.5,65.52,-0.117,0.147,0.031,1,0
J.T. Poston,2018,USA,70.915,300.7,68.31,0.135,0.003,0.138,2,0
J.T. Poston,2019,USA,70.633,293.8,66.84,0.212,0.294,0.506,3,0
J.T. Poston,2020,USA,70.429,290.2,64.74,0.572,-0.141,0.431,2,0
J.T. Poston,2021,USA,71.221,299.9,62.24,0.706,-0.684,0.022,2,0
J.T. Poston,2022,USA,70.295,298.2,66.73,0.279,0.417,0.697,4,0
Jaco Van Zyl,2007,RSA,72.691,285.3,63.95,-0.418,-0.723,-1.141,0,0
James Driscoll,2008,USA,71.6,295.0,65.05,0.215,-0.453,-0.238,1,0
James Driscoll,2010,USA,70.954,293.9,66.81,0.315,-0.255,0.056,1,0
James Driscoll,2011,USA,71.277,298.5,63.5,-0.025,-0.184,-0.209,2,0
James Driscoll,2012,USA,71.246,291.1,62.38,0.434,-0.493,-0.059,2,0
James Driscoll,2013,USA,70.888,287.1,63.81,0.65,-0.261,0.389,2,0
James Driscoll,2014,USA,71.454,284.2,60.88,0.123,-0.958,-0.835,0,0
James Hahn,2013,USA,71.222,293.3,64.71,0.002,-0.07,-0.067,2,0
James Hahn,2014,USA,71.186,289.6,63.96,-0.306,0.07,-0.236,2,0
James Hahn,2015,USA,70.896,295.1,66.13,0.048,0.307,0.355,2,1
James Hahn,2016,USA,71.245,290.9,64.58,-0.245,0.001,-0.244,3,1
James Hahn,2017,USA,70.925,293.9,66.09,0.036,0.223,0.26,4,0
James Hahn,2018,USA,70.896,298.7,68.29,-0.152,0.431,0.279,1,0
James Hahn,2021,USA,70.897,297.1,68.81,0.165,0.028,0.193,5,0
James Hahn,2022,USA,70.973,302.8,65.81,-0.278,0.22,-0.058,3,0
James Nitties,2009,AUS,70.637,291.5,63.35,0.238,-0.156,0.082,2,0
James Nitties,2010,AUS,71.277,286.2,66.47,0.133,-0.388,-0.262,1,0
Jamie Donaldson,2015,WAL,71.102,294.9,63.83,0.349,-0.008,0.341,2,0
Jamie Lovemark,2014,USA,71.345,302.4,64.91,-0.585,0.235,-0.351,0,0
Jamie Lovemark,2016,USA,70.896,304.8,65.32,0.142,0.321,0.463,5,0
Jamie Lovemark,2017,USA,70.391,304.9,66.09,-0.017,0.76,0.743,4,0
Jamie Lovemark,2018,USA,70.734,303.2,64.65,0.01,0.378,0.388,3,0
Jarrod Lyle,2007,AUS,71.142,292.6,64.61,0.149,0.021,0.17,0,0
Jarrod Lyle,2009,AUS,71.423,287.3,65.11,-0.415,-0.168,-0.584,1,0
Jarrod Lyle,2010,AUS,70.835,296.2,65.34,0.049,-0.018,0.027,2,0
Jarrod Lyle,2011,AUS,71.617,286.1,61.95,-0.163,-0.657,-0.82,1,0
Jason Allred,2008,USA,72.357,298.6,62.67,-0.357,-0.78,-1.137,0,0
Jason Bohn,2007,USA,70.614,287.1,65.01,-0.185,0.534,0.348,0,0
Jason Bohn,2009,USA,70.847,285.1,69.63,-0.381,0.679,0.298,2,0
Jason Bohn,2010,USA,70.856,279.8,67.79,0.13,0.303,0.43,2,1
Jason Bohn,2011,USA,71.336,284.9,67.3,-0.069,-0.075,-0.144,0,0
Jason Bohn,2012,USA,71.248,279.2,64.59,-0.037,-0.144,-0.18,3,0
Jason Bohn,2013,USA,71.101,276.3,64.44,0.185,-0.217,-0.033,2,0
Jason Bohn,2014,USA,70.892,280.0,64.75,0.126,-0.253,-0.127,3,0
Jason Bohn,2015,USA,70.235,277.1,68.89,0.239,0.538,0.777,6,0
Jason Bohn,2016,USA,71.126,276.3,66.33,0.032,-0.252,-0.22,3,0
Jason Bohn,2017,USA,72.133,275.9,63.15,-0.133,-1.007,-1.141,0,0
Jason Day,2008,AUS,71.176,297.4,65.5,0.214,-0.297,-0.083,2,0
Jason Day,2009,AUS,70.132,295.3,64.78,0.5,0.37,0.871,2,0
Jason Day,2010,AUS,70.274,298.2,67.68,-0.009,0.752,0.738,5,1
Jason Day,2011,AUS,69.706,302.6,64.92,0.576,0.4,0.976,10,0
Jason Day,2012,AUS,70.152,308.6,61.31,0.526,0.498,1.024,4,0
Jason Day,2013,AUS,69.732,299.3,64.93,0.37,0.606,0.976,7,0
Jason Day,2014,AUS,69.626,301.2,64.0,0.317,1.073,1.389,6,1
Jason Day,2015,AUS,69.161,313.7,70.83,0.586,1.52,2.106,11,5
Jason Day,2016,AUS,69.313,304.2,67.23,1.13,0.987,2.118,10,3
Jason Day,2017,AUS,70.115,306.2,63.72,0.354,0.58,0.935,5,0
Jason Day,2018,AUS,69.603,310.0,65.28,0.77,0.515,1.285,5,0
Jason Day,2019,AUS,70.212,302.0,69.7,0.356,0.477,0.833,6,0
Jason Day,2020,AUS,70.163,299.7,64.78,0.216,0.628,0.843,5,0
Jason Day,2021,AUS,70.815,300.3,66.67,0.067,0.711,0.778,3,0
Jason Day,2022,AUS,70.806,301.6,64.72,0.089,0.112,0.201,2,0
Jason Dufner,2007,USA,71.154,289.7,65.06,-0.089,0.077,-0.012,1,0
Jason Dufner,2009,USA,70.307,286.2,66.93,-0.028,0.652,0.624,6,0
Jason Dufner,2010,USA,71.018,281.9,66.67,-0.6,0.606,0.006,2,0
Jason Dufner,2011,USA,70.2,286.8,66.95,-0.116,0.833,0.717,6,0
Jason Dufner,2012,USA,69.456,292.4,69.17,0.153,1.293,1.446,8,2
Jason Dufner,2013,USA,69.912,285.9,67.53,-0.231,0.812,0.581,5,1
Jason Dufner,2014,USA,70.9,285.3,66.26,-0.576,1.098,0.522,4,0
Jason Dufner,2015,USA,70.633,286.7,69.03,-0.7,0.922,0.222,2,0
Jason Dufner,2016,USA,70.212,293.2,70.15,-0.353,0.84,0.488,6,1
Jason Dufner,2017,USA,70.259,294.6,67.21,-0.001,0.654,0.653,2,0
Jason Dufner,2018,USA,71.323,297.1,64.24,-0.058,0.068,0.011,2,0
Jason Dufner,2019,USA,71.336,290.1,70.76,-0.494,0.479,-0.015,2,0
Jason Gore,2007,USA,70.969,303.0,65.57,0.1,0.108,0.208,3,0
Jason Gore,2008,USA,71.174,299.7,67.02,0.004,0.06,0.064,3,0
Jason Gore,2009,USA,71.693,290.7,65.62,-0.617,0.0,-0.618,2,0
Jason Gore,2015,USA,71.273,290.4,67.52,-0.067,0.157,0.089,2,0
Jason Gore,2016,USA,71.627,289.2,66.52,-0.079,-0.453,-0.532,0,0
Jason Kokrak,2012,USA,71.445,304.1,66.0,-0.184,-0.263,-0.447,2,0
Jason Kokrak,2013,USA,70.924,303.2,65.67,-0.119,0.309,0.19,4,0
Jason Kokrak,2014,USA,70.307,303.4,65.38,0.222,0.686,0.908,2,0
Jason Kokrak,2015,USA,70.654,305.6,67.3,-0.012,0.306,0.293,2,0
Jason Kokrak,2016,USA,70.57,307.4,68.66,-0.27,0.83,0.56,4,0
Jason Kokrak,2017,USA,70.961,306.4,66.78,-0.405,0.458,0.052,1,0
Jason Kokrak,2018,USA,70.444,309.5,70.37,0.022,0.517,0.539,4,0
Jason Kokrak,2019,USA,70.431,306.4,68.77,-0.018,1.054,1.036,5,0
Jason Kokrak,2020,USA,70.617,312.4,68.64,-0.282,0.574,0.293,3,0
Jason Kokrak,2021,USA,70.37,307.9,69.19,0.628,0.426,1.053,5,0
Jason Kokrak,2022,USA,70.778,309.2,65.3,0.252,0.085,0.337,1,0
Jason Schultz,2007,USA,71.69,295.7,62.24,0.022,-0.495,-0.474,0,0
Jay Williamson,2008,USA,71.363,284.4,66.73,-0.466,0.108,-0.358,1,0
Jay Williamson,2009,USA,71.458,283.5,70.49,-0.895,0.158,-0.737,0,0
Jay Williamson,2010,USA,71.29,285.1,68.95,-0.174,-0.066,-0.221,1,0
Jeev Milkha Singh,2010,IND,70.631,287.3,65.28,-0.045,0.165,0.118,1,0
Jeff Brehaut,2007,USA,71.754,291.2,65.11,-0.25,-0.397,-0.647,0,0
Jeff Gove,2007,USA,71.146,290.5,70.17,-0.774,0.812,0.038,1,0
Jeff Gove,2008,USA,71.457,286.4,67.87,-0.555,0.413,-0.142,1,0
Jeff Gove,2010,USA,72.401,288.7,69.72,-0.947,-0.212,-1.164,0,0
Jeff Klauk,2009,USA,70.777,280.9,66.37,0.453,-0.153,0.3,3,0
Jeff Maggert,2007,USA,71.195,284.2,66.53,-0.066,0.019,-0.047,1,0
Jeff Maggert,2008,USA,71.218,285.9,66.34,-0.177,-0.082,-0.26,0,0
Jeff Maggert,2009,USA,71.169,288.9,68.21,-0.3,0.053,-0.247,2,0
Jeff Maggert,2010,USA,71.445,279.1,66.75,-0.357,-0.384,-0.741,2,0
Jeff Maggert,2012,USA,70.883,285.3,65.66,-0.127,0.158,0.03,1,0
Jeff Maggert,2013,USA,71.208,277.6,66.58,-0.316,0.049,-0.267,2,0
Jeff Maggert,2014,USA,71.612,276.6,65.74,-0.652,-0.096,-0.748,1,0
Jeff Overton,2007,USA,70.339,299.3,68.87,0.06,0.822,0.882,3,0
Jeff Overton,2008,USA,70.954,297.6,64.14,0.189,0.058,0.247,3,0
Jeff Overton,2009,USA,70.72,293.9,61.43,0.125,-0.047,0.078,3,0
Jeff Overton,2010,USA,70.497,297.3,66.86,0.409,0.222,0.63,6,0
Jeff Overton,2011,USA,70.802,295.3,64.53,0.154,0.042,0.196,4,0
Jeff Overton,2012,USA,70.197,292.0,66.32,0.293,0.59,0.883,4,0
Jeff Overton,2013,USA,70.863,292.4,64.89,0.315,0.011,0.327,2,0
Jeff Overton,2014,USA,70.734,287.5,65.79,0.017,0.044,0.061,3,0
Jeff Overton,2015,USA,70.836,284.8,65.7,0.105,-0.014,0.091,1,0
Jeff Overton,2016,USA,71.466,285.0,63.85,-0.416,-0.076,-0.492,1,0
Jeff Quinney,2007,USA,71.112,281.5,65.61,0.067,-0.104,-0.037,5,0
Jeff Quinney,2008,USA,70.788,272.5,61.81,0.654,-0.239,0.415,3,0
Jeff Quinney,2009,USA,71.415,273.4,63.39,0.217,-0.45,-0.233,2,0
Jeff Quinney,2010,USA,70.851,273.3,65.45,0.388,-0.427,-0.039,2,0
Jeff Sluman,2007,USA,71.758,280.5,61.01,-0.313,-0.335,-0.648,1,0
Jerod Turner,2010,USA,72.602,279.0,58.94,-0.002,-1.883,-1.885,0,0
Jerry Kelly,2007,USA,70.313,281.0,64.83,-0.227,0.848,0.621,7,0
Jerry Kelly,2008,USA,70.941,277.0,63.36,0.045,0.155,0.2,4,0
Jerry Kelly,2009,USA,70.119,284.7,64.63,0.327,0.453,0.78,6,1
Jerry Kelly,2010,USA,70.954,279.0,67.49,-0.444,0.658,0.209,1,0
Jerry Kelly,2011,USA,70.241,275.6,66.25,0.257,0.41,0.667,4,0
Jerry Kelly,2012,USA,70.955,276.1,65.63,-0.077,0.01,-0.067,1,0
Jerry Kelly,2013,USA,70.522,273.2,65.41,0.198,0.394,0.592,2,0
Jerry Kelly,2014,USA,70.349,277.5,65.56,0.239,0.288,0.527,4,0
Jerry Kelly,2015,USA,70.383,277.2,65.96,0.25,0.186,0.436,4,0
Jerry Kelly,2016,USA,70.937,278.2,66.67,-0.214,0.381,0.167,2,0
Jesper Parnevik,2007,SWE,70.629,288.5,66.53,0.979,-0.375,0.604,1,0
Jesper Parnevik,2008,SWE,70.923,287.6,60.85,0.561,-0.381,0.18,0,0
Jhonattan Vegas,2011,VEN,70.966,304.9,67.22,-0.315,0.143,-0.172,3,1
Jhonattan Vegas,2012,VEN,71.44,304.6,66.07,-0.035,-0.352,-0.387,2,0
Jhonattan Vegas,2014,VEN,71.022,304.8,69.11,-0.37,0.314,-0.056,2,0
Jhonattan Vegas,2015,VEN,71.326,299.9,65.44,0.086,-0.353,-0.267,0,0
Jhonattan Vegas,2016,VEN,70.903,304.4,69.71,0.098,0.505,0.604,5,1
Jhonattan Vegas,2017,VEN,71.054,301.3,65.93,-0.413,0.506,0.093,4,0
Jhonattan Vegas,2018,VEN,71.275,303.6,65.17,-0.059,0.089,0.03,1,0
Jhonattan Vegas,2019,VEN,70.765,308.3,69.29,-0.156,0.782,0.626,3,0
Jhonattan Vegas,2020,VEN,70.883,309.0,70.22,-0.347,0.426,0.079,1,0
Jhonattan Vegas,2021,VEN,70.486,312.1,68.81,-0.184,0.817,0.633,4,0
Jhonattan Vegas,2022,VEN,70.521,315.7,68.11,-0.232,0.607,0.375,1,0
Jim Furyk,2007,USA,69.474,279.7,69.44,-0.083,1.202,1.119,8,1
Jim Furyk,2008,USA,69.694,280.4,66.78,0.405,0.881,1.287,9,0
Jim Furyk,2009,USA,69.477,279.9,65.53,0.715,0.975,1.69,11,0
Jim Furyk,2010,USA,69.828,276.0,67.12,0.402,1.159,1.564,7,3
Jim Furyk,2011,USA,70.37,281.4,67.57,-0.16,0.816,0.655,4,0
Jim Furyk,2012,USA,69.304,280.0,68.19,0.423,1.329,1.752,8,0
Jim Furyk,2013,USA,69.828,275.3,68.3,0.092,1.297,1.389,7,0
Jim Furyk,2014,USA,69.2,279.3,68.75,0.091,1.705,1.796,11,0
Jim Furyk,2015,USA,69.845,281.9,69.79,-0.024,1.658,1.634,7,1
Jim Furyk,2016,USA,70.13,280.8,68.27,0.067,0.463,0.53,3,0
Jim Furyk,2017,USA,71.071,270.1,65.72,0.087,-0.11,-0.023,1,0
Jim Furyk,2018,USA,70.342,280.5,63.19,0.389,0.023,0.412,2,0
Jim Furyk,2019,USA,70.09,275.0,69.28,0.113,0.784,0.897,3,0
Jim Herman,2011,USA,71.377,301.7,67.94,-0.344,0.165,-0.18,0,0
Jim Herman,2013,USA,71.045,299.2,67.98,-0.229,0.282,0.053,2,0
Jim Herman,2014,USA,71.619,294.7,66.38,-0.362,-0.488,-0.85,0,0
Jim Herman,2015,USA,70.719,293.8,73.23,-0.03,0.407,0.376,2,0
Jim Herman,2016,USA,71.206,291.1,65.65,-0.278,0.098,-0.18,2,1
Jim Herman,2017,USA,70.931,292.5,68.07,-0.127,0.495,0.368,2,0
Jim Herman,2019,USA,71.75,288.3,66.2,-0.154,-0.232,-0.386,1,0
Jim Herman,2020,USA,72.022,285.6,64.17,-0.24,-0.66,-0.901,1,0
Jim McGovern,2008,USA,71.66,280.0,65.46,-0.369,-0.586,-0.955,0,0
Jim Renner,2011,USA,71.372,296.8,65.01,0.149,-0.261,-0.111,2,0
Jim Renner,2014,USA,71.843,288.2,62.71,-0.792,-0.221,-1.013,1,0
Jim Renner,2015,USA,72.431,283.3,65.24,-0.995,-0.454,-1.449,0,0
Jim Rutledge,2007,CAN,72.679,288.5,64.24,-0.425,-1.042,-1.466,0,0
Jimmy Walker,2008,USA,71.421,295.4,63.08,0.08,-0.556,-0.476,0,0
Jimmy Walker,2009,USA,71.379,291.0,63.24,-0.103,-0.067,-0.17,2,0
Jimmy Walker,2010,USA,70.953,292.9,65.88,0.252,-0.155,0.093,2,0
Jimmy Walker,2011,USA,70.424,298.8,63.92,0.222,0.155,0.376,4,0
Jimmy Walker,2012,USA,70.556,296.5,64.3,0.427,0.12,0.547,6,0
Jimmy Walker,2013,USA,70.332,298.5,66.07,0.276,0.654,0.93,5,0
Jimmy Walker,2014,USA,69.789,301.0,67.59,0.479,0.774,1.253,10,3
Jimmy Walker,2015,USA,70.268,301.6,66.09,0.692,0.241,0.933,6,2
